year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No
2010,7,3,0,2,,,,19,69,1001,25,NE,0.89,0,0,43,12489
2013,12,4,3,4,145,193,158,-10,50,1021,-1,cv,0.45,0,0,185,12490
2013,7,28,5,2,121,,88,21,88,1000,23,NW,6.26,0,0,89,12491
2011,6,22,18,2,,,,22,74,997,27,SE,10.74,0,0,352,12492
2011,12,5,16,4,,,,-1,92,1031,0,cv,4.45,0,0,270,12493
2013,9,6,21,3,104,126,95,15,68,1016,21,SE,23.69,0,0,118,12494
2014,2,9,1,4,7,6,6,-22,31,1037,-8,NW,61.24,0,0,9,12495
2013,6,26,9,2,191,222,209,21,88,998,23,SE,1.79,0,0,187,12496
2012,6,29,20,2,,,,20,78,1004,24,SE,10.74,0,0,83,12497
2010,4,7,15,1,,,,-7,15,1017,20,SE,33.97,0,0,94,12498
2013,7,31,0,2,,,3,19,83,1001,22,NW,8.94,8.2,14.9,18,12499
2012,6,2,9,2,,,,17,82,1012,20,SE,7.6,0,0,168,12500
2013,7,18,23,2,106,89,94,21,78,1004,25,cv,1.78,0,0,93,12501
2014,7,24,23,2,119,101,120,19,83,1008,22,NE,0.89,0,0,136,12502
2011,9,15,19,3,,,,20,83,1010,23,SE,9.39,0,0,124,12503
2011,12,4,6,4,,,,-7,85,1028,-5,cv,0.89,0,0,203,12504
2011,1,25,13,4,,,,-21,21,1035,-2,NW,65.28,0,0,17,12505
2015,3,23,0,1,44,46,45,-8,41,1030,4,SE,31.74,0,0,41,12506
2013,6,22,13,2,39,39,35,18,78,1008,22,NE,7.15,0,0,45,12507
2013,12,1,21,4,141,123,127,-11,40,1021,1,cv,0.89,0,0,135,12508
2010,4,11,13,1,,,,1,70,1017,6,SE,104.14,0,0,63,12509
2014,11,24,12,3,8,26,22,-13,18,1027,10,NE,10.73,0,0,22,12510
2010,7,20,20,2,,,,21,73,1004,26,SE,29.05,0,0,44,12511
2010,1,10,7,4,,,,-19,65,1033,-14,NW,19.22,0,0,27,12512
2011,1,16,18,4,,,,-19,32,1035,-5,SE,2.68,0,0,72,12513
2010,4,7,0,1,,,,-5,48,1025,5,NE,0.89,0,0,55,12514
2012,11,13,5,3,,,,-17,22,1018,2,NW,134.53,0,0,7,12515
2013,3,25,8,1,113,120,119,-5,64,1024,1,cv,3.56,0,0,137,12516
2013,7,28,22,2,,,,19,54,1000,29,SE,17.88,0,0,33,12517
2012,2,3,10,4,,,,-22,24,1025,-5,NW,30.4,0,0,59,12518
2010,8,26,21,2,,,,14,47,1014,26,NW,6.26,0,0,22,12519
2011,3,5,21,1,,,,-4,55,1018,4,NW,1.79,0,0,142,12520
2013,9,13,17,3,179,168,159,18,82,1004,21,SE,1.79,0,0,170,12521
2011,9,3,10,3,,,,19,69,1014,25,SE,4.92,0,0,107,12522
2010,7,8,21,2,,,,16,42,1005,30,SE,16.99,0,0,70,12523
2015,1,2,20,4,115,109,103,-17,24,1027,1,SE,4.92,0,0,117,12524
2012,10,18,0,3,,,,2,86,1017,4,cv,2.67,0,0,85,12525
2014,7,25,13,2,36,41,31,17,38,1005,33,SE,3.13,0,0,32,12526
2014,8,13,9,2,47,49,51,18,88,1009,20,SE,4.92,0.1,3.8,55,12527
2012,5,4,15,1,,,,12,29,1004,32,SE,9.39,0,0,126,12528
2015,1,6,10,4,15,13,15,-22,17,1029,0,NE,3.13,0,0,23,12529
2015,7,2,15,2,7,7,12,9,21,1000,34,cv,1.78,0,0,4,12530
2012,8,30,1,2,,,,22,88,1009,24,NE,1.79,0,0,268,12531
2010,11,20,18,3,,,,1,65,1010,7,cv,0.45,0,0,306,12532
2013,6,15,22,2,164,154,,16,54,1006,26,SE,17,0,0,146,12533
2015,11,7,22,3,18,,23,-1,,,4,NE,46.94,0,0,22,12534
2011,4,12,17,1,,,,-5,13,1009,25,SE,29.05,0,0,88,12535
2014,12,7,9,4,58,86,79,-3,80,1026,0,SE,5.37,0,0,77,12536
2011,11,9,13,3,,,,-5,24,1025,15,NW,10.73,0,0,23,12537
2014,5,13,23,1,31,17,18,-7,13,1003,22,NW,81.8,0,0,32,12538
2013,10,27,3,3,138,207,184,1,80,1018,4,cv,0.45,0,0,196,12539
2011,7,27,0,2,,,,23,94,1002,24,NE,3.13,1.5,9.4,37,12540
2013,10,3,16,3,86,68,68,10,49,1016,21,SE,24.13,0,0,65,12541
2013,7,29,12,2,,,,21,55,1001,31,NW,4.02,0,0,69,12542
2013,6,10,0,2,28,40,31,16,93,1013,17,cv,2.67,0.2,0.6,33,12543
2014,3,25,3,1,286,291,289,1,61,1011,8,NW,0.89,0,0,320,12544
2012,6,17,8,2,,,,16,57,1004,25,SE,1.79,0,0,54,12545
2013,3,15,20,1,304,294,249,2,70,1018,7,SE,3.57,0,0,315,12546
2011,5,11,19,1,,,,-8,11,1006,24,NW,66.6,0,0,44,12547
2010,8,7,8,2,,,,18,73,1013,23,SE,1.79,0,0,108,12548
2013,4,20,21,1,82,77,79,-2,40,1020,11,SE,36.21,0,0,78,12549
2015,2,10,18,4,205,157,172,-16,15,1013,9,SE,12.97,0,0,170,12550
2015,7,1,19,2,17,3,17,15,57,999,24,NE,3.13,0,0,7,12551
2011,1,13,19,4,,,,-18,28,1023,-2,NW,5.81,0,0,95,12552
2015,1,31,23,4,150,123,132,-17,44,1036,-7,NE,0.89,0,0,130,12553
2010,1,27,6,4,,,,-11,62,1015,-5,NW,17,0,0,140,12554
2012,5,25,22,1,,,,12,63,1009,19,SE,25.47,0,0,98,12555
2012,1,2,14,4,,,,-17,22,1026,2,NW,17.88,0,0,19,12556
2011,7,30,12,2,,,,22,65,1001,29,NW,19.22,0,0,33,12557
2012,6,22,12,2,,,,20,73,1005,25,SE,14.31,0,0,125,12558
2011,12,30,15,4,,,,-8,63,1031,-2,cv,0.89,0,0,190,12559
2012,4,22,18,1,,,,13,64,1001,20,SE,11.18,0,0,216,12560
2014,8,29,20,2,101,143,112,20,83,1015,23,cv,0.89,0,0,139,12561
2014,5,23,17,1,50,53,54,11,27,1008,32,SE,53.64,0,0,57,12562
2010,12,11,1,4,,,,-18,30,1023,-3,NW,185.97,0,0,18,12563
2010,2,5,11,4,,,,-13,45,1031,-3,SE,1.79,0,0,100,12564
2010,3,2,20,1,,,,-12,27,1024,5,cv,0.89,0,0,116,12565
2010,7,7,1,2,,,,14,50,1003,25,SE,58.55,0,0,29,12566
2010,3,10,3,1,,,,-13,62,1026,-7,NW,3.57,0,0,58,12567
2012,8,18,2,2,,,,23,94,1007,24,SE,62.58,0,0,198,12568
2010,11,15,19,3,,,,-4,86,1023,-1,NW,250.45,0,0,107,12569
2015,10,27,14,3,17,,11,-6,20,1014,17,NW,14.75,0,0,6,12570
2014,4,13,19,1,145,123,132,4,34,1015,20,SE,30.83,0,0,136,12571
2011,11,27,19,3,,,,-1,80,1020,2,SE,0.89,0,0,313,12572
2013,6,12,7,2,,64,61,14,82,1009,17,cv,0.89,0,0,59,12573
2011,1,2,2,4,,,,-17,44,1037,-7,NE,8.94,0,0,19,12574
2013,5,30,13,1,82,77,76,1,12,1005,34,SE,8.94,0,0,65,12575
2014,8,28,21,2,98,78,78,18,88,1015,20,SE,4.92,0,0,74,12576
2012,9,15,4,3,,,,10,87,1019,12,NW,6.26,0,0,20,12577
2015,8,18,14,2,40,37,28,18,45,1010,31,SE,8.94,0,0,34,12578
2011,3,23,0,1,,,,-17,24,1027,1,NW,94.78,0,0,23,12579
2015,2,10,4,4,123,170,170,-17,35,1019,-4,NW,13.86,0,0,113,12580
2010,10,17,4,3,,,,-5,39,1027,8,SE,76.42,0,0,23,12581
2010,2,7,7,4,,,,-7,92,1023,-6,NW,1.78,0,0,90,12582
2014,10,16,9,3,18,,29,1,43,1025,13,cv,6.68,0,0,25,12583
2012,1,1,14,4,,,,-18,21,1033,2,NE,47.38,0,0,29,12584
2010,1,17,16,4,,,,-10,50,1026,-1,SE,0.89,0,0,191,12585
2012,9,1,2,3,,,,24,94,1011,25,SE,3.58,0,0,192,12586
2013,4,7,11,1,89,76,74,-1,43,1008,11,SE,66.6,0,0,77,12587
2014,10,13,9,3,3,17,8,-5,30,1031,12,NW,9.83,0,0,9,12588
2014,4,25,21,1,93,,90,7,45,1017,19,NW,29.95,0.2,0.2,92,12589
2015,8,4,4,2,16,16,3,15,88,1001,17,NW,16.1,0,0,12,12590
2011,3,27,11,1,,,,-15,12,1026,13,NW,104.17,0,0,29,12591
2013,11,25,11,3,12,,6,-18,14,1020,7,NW,126.96,0,0,16,12592
2014,6,4,9,2,56,79,81,15,50,1007,26,cv,4.45,0,0,79,12593
2010,3,20,17,1,,,,-15,16,1014,9,NW,149.33,0,0,22,12594
2013,2,16,9,4,81,,88,-10,58,1024,-3,cv,1.78,0,0,118,12595
2010,5,3,6,1,,,,-2,30,1009,15,cv,0.45,0,0,80,12596
2015,3,1,15,1,25,20,19,-16,12,1017,12,SE,27.72,0,0,20,12597
2015,3,6,5,1,209,182,177,-10,62,1021,-4,NE,1.78,0,0,164,12598
2012,2,1,22,4,,,,-24,28,1039,-9,NE,10.72,0,0,24,12599
2011,11,30,21,3,,,,-9,40,1037,3,cv,1.79,0,0,111,12600
2010,7,21,22,2,,,,22,78,1007,26,cv,0.89,0,0,64,12601
2015,2,20,23,4,236,216,221,0,100,1019,0,cv,0.89,0,0,223,12602
2011,9,2,13,3,,,,16,45,1009,29,cv,3.58,0,0,37,12603
2011,8,29,11,2,,,,21,69,1010,27,cv,2.68,0,0,104,12604
2012,3,8,23,1,,,,-15,39,1029,-3,cv,0.45,0,0,18,12605
2011,9,17,17,3,,,,4,37,1018,19,SE,1.79,0,0,21,12606
2010,8,21,6,2,,,,21,94,1012,22,cv,2.67,3.6,4.8,52,12607
2014,2,5,4,4,86,73,74,-24,24,1029,-7,cv,0.89,0,0,115,12608
2012,9,7,1,3,,,,18,100,1016,18,NE,0.89,4.3,15.9,151,12609
2015,5,4,14,1,11,22,16,-6,13,1013,24,SE,16.09,0,0,11,12610
2014,7,1,6,2,115,116,105,18,65,1005,25,cv,0.89,0,0,108,12611
2010,2,22,14,4,,,,-10,35,1018,4,SE,38.45,0,0,79,12612
2010,3,20,0,1,,,,3,93,1002,4,cv,0.89,0,0,180,12613
2014,9,15,12,3,3,11,,-1,16,1019,26,NW,11.17,0,0,3,12614
2015,3,21,21,1,26,20,13,-18,8,1019,16,NW,118.91,0,0,14,12615
2011,3,1,11,1,,,,-16,24,1027,2,NW,40.69,0,0,16,12616
2014,12,18,22,4,,,,-7,85,1024,-5,NW,1.79,0,0,254,12617
2010,5,1,9,1,,,,0,27,1009,19,NW,1.79,0,0,86,12618
2010,11,10,1,3,,,,-3,86,1020,-1,NW,3.57,0,0,143,12619
2014,10,26,21,3,3,29,13,-13,16,1029,12,NE,4.02,0,0,12,12620
2011,7,14,23,2,,,,20,88,1008,22,SE,16.99,0.7,2.6,44,12621
2012,4,26,1,1,,,,2,70,1007,7,NE,1.79,0,0,28,12622
2011,12,12,13,4,,,,-9,30,1030,7,SE,1.79,0,0,38,12623
2010,10,29,8,3,,,,2,75,1029,6,NW,2.68,0,0,66,12624
2012,8,2,4,2,,,,19,88,1007,21,NE,7.15,0,0,16,12625
2012,8,30,13,2,,,,23,59,1008,32,SE,3.58,0,0,233,12626
2012,12,9,0,4,,,,-25,22,1028,-7,NW,265.51,0,0,17,12627
2012,9,24,9,3,,,,15,68,1019,21,NE,1.79,0,0,56,12628
2012,1,23,14,4,,,,-24,16,1026,-2,NW,30.4,0,0,32,12629
2011,10,15,10,3,,,,3,36,1009,18,NW,64.37,0,0,11,12630
2012,4,20,12,1,,,,12,87,1017,14,SE,20.55,0,0,205,12631
2015,3,29,6,1,46,75,58,1,65,1017,7,NE,1.78,0,0,56,12632
2012,10,9,12,3,,,,4,30,1013,22,NW,31.29,0,0,11,12633
2014,7,21,2,2,60,,51,24,70,1000,30,SE,79.57,0,0,55,12634
2014,5,10,17,1,69,52,59,6,39,1015,20,NE,5.37,0,0,71,12635
2013,2,23,20,4,239,,176,-11,40,1027,1,cv,0.89,0,0,256,12636
2010,5,16,1,1,,,,11,56,1014,20,SE,30.84,0,0,98,12637
2015,5,10,18,1,32,32,25,9,100,1014,9,NE,3.13,2.1,26.6,36,12638
2015,10,25,7,3,18,,13,3,66,1030,9,SE,3.58,0,0,26,12639
2015,9,2,8,3,12,,5,18,78,1014,22,NW,42.93,0,0,14,12640
2014,2,5,7,4,124,117,126,-22,39,1030,-11,NE,0.89,0,0,114,12641
2012,3,26,22,1,,,,-1,56,1018,7,NE,0.89,0,0,280,12642
2011,7,19,0,2,,,,22,78,1004,26,NW,3.13,0,0,181,12643
2014,11,10,12,3,31,51,43,-8,20,1022,14,cv,1.78,0,0,41,12644
2012,3,4,10,1,,,,-8,47,1024,2,NE,3.57,0,0,149,12645
2010,1,6,12,4,,,,-24,30,1034,-10,NE,59,0,0,36,12646
2013,2,21,8,4,132,,128,-5,86,1031,-3,SE,17,0,0,171,12647
2015,12,21,15,4,181,,167,-5,45,1026,6,NW,4.92,,,156,12648
2011,4,18,11,1,,,,-11,13,1018,17,NW,8.05,0,0,12,12649
2013,7,10,23,2,41,31,31,21,83,1006,24,NW,41.57,0,0,32,12650
2014,10,21,15,3,16,43,34,-4,26,1023,15,SE,4.02,0,0,33,12651
2011,12,2,9,4,,,,-2,92,1024,-1,cv,0.89,0.7,1.3,265,12652
2014,12,12,3,4,3,9,8,-18,28,1029,-2,NW,52.3,0,0,12,12653
2014,2,9,10,4,11,9,13,-22,24,1038,-5,NW,100.14,0,0,17,12654
2010,2,2,0,4,,,,-10,79,1028,-7,SE,42.92,0,0,56,12655
2014,8,26,20,2,34,24,30,8,26,1012,29,SE,8.94,0,0,31,12656
2010,10,14,12,3,,,,-2,24,1020,19,NW,42.46,0,0,18,12657
2015,3,6,18,1,285,281,238,-8,31,1015,8,cv,0.89,0,0,243,12658
2010,3,4,12,1,,,,-4,55,1015,4,SE,14.31,0,0,237,12659
2013,9,3,3,3,116,95,79,16,88,1016,18,cv,0.45,0,0,122,12660
2014,3,14,8,1,10,14,13,-22,9,1022,9,NW,63.93,0,0,12,12661
2015,5,13,12,1,68,105,86,11,39,994,26,SE,3.13,0,0,69,12662
2013,5,21,12,1,146,112,61,9,34,998,26,SE,3.58,0,0,101,12663
2011,3,24,18,1,,,,-20,9,1025,11,NW,186.87,0,0,7,12664
2014,8,24,13,2,3,3,11,12,29,1006,32,cv,4.02,0,0,6,12665
2014,12,30,8,4,3,22,12,-15,31,1019,0,cv,1.78,0,0,16,12666
2014,6,2,3,2,17,34,28,12,63,1012,19,SE,3.58,0,0,24,12667
2013,4,28,21,1,37,20,20,-8,15,1012,19,NW,29.94,0,0,20,12668
2014,11,28,15,3,55,97,79,-4,37,1019,10,SE,6.26,0,0,90,12669
2015,8,2,13,2,87,86,88,24,78,1002,28,cv,0.89,0,0,63,12670
2011,7,24,2,2,,,,26,94,1002,27,SE,19.23,0,0,354,12671
2014,12,2,2,4,4,10,5,-21,31,1032,-7,NE,3.13,0,0,11,12672
2015,6,25,17,2,97,69,85,18,61,999,26,SE,17.44,0,0,69,12673
2015,2,24,5,4,179,186,164,-9,63,1016,-3,cv,0.89,0,0,158,12674
2014,11,26,1,3,219,315,304,-1,86,1016,1,cv,0.89,0,0,283,12675
2015,3,25,2,1,123,131,123,0,70,1031,5,NE,1.79,0,0,122,12676
2012,7,19,18,2,,,,24,70,1003,30,SE,28.19,0,0,133,12677
2015,11,12,15,3,192,207,200,6,,,8,NE,3.58,0,0,198,12678
2010,6,12,16,2,,,,15,37,1005,31,SE,7.15,0,0,104,12679
2012,5,29,15,1,,,,13,60,1010,21,NW,5.81,0,0,33,12680
2013,10,17,20,3,169,177,146,5,71,1025,10,SE,29.95,0,0,189,12681
2013,10,24,6,3,11,17,8,-10,37,1027,3,cv,0.89,0,0,21,12682
2015,12,17,13,4,71,,64,-15,25,1032,3,cv,1.79,0,0,61,12683
2014,2,19,15,4,15,12,19,-18,15,1027,6,NE,1.79,0,0,14,12684
2010,3,14,2,1,,,,-9,43,1024,2,SE,6.71,0,0,68,12685
2014,2,11,10,4,,59,69,-15,45,1030,-5,NW,10.74,0,0,73,12686
2013,3,25,3,1,78,80,80,-5,69,1023,0,SE,16.09,0,0,74,12687
2015,1,16,11,4,10,3,18,-18,22,1030,1,NW,46.05,0,0,21,12688
2014,5,27,6,1,64,61,83,10,49,994,21,cv,0.89,0,0,94,12689
2012,3,11,14,1,,,,-23,11,1030,5,NW,261.5,0,0,17,12690
2014,11,13,2,3,6,18,7,-11,46,1028,-1,cv,1.79,0,0,12,12691
2012,3,13,5,1,,,,-11,62,1021,-5,cv,1.34,0,0,175,12692
2012,12,31,22,4,,,,-12,72,1018,-8,cv,0.89,0,0,39,12693
2015,6,13,2,2,4,5,7,14,64,1000,21,NE,7.15,0,0,11,12694
2014,11,17,10,3,13,15,16,-9,26,1033,9,NW,7.15,0,0,16,12695
2010,4,16,23,1,,,,5,81,1023,8,SE,52.29,0,0,91,12696
2015,8,24,14,2,9,,10,18,51,1010,29,NE,3.13,0,0,7,12697
2011,4,23,22,1,,,,-2,33,1015,14,NW,49.18,0,0,12,12698
2014,8,8,2,2,55,46,48,18,78,1009,22,NE,1.79,0,0,42,12699
2014,6,29,20,2,57,59,56,16,42,1004,30,SE,28.16,0,0,59,12700
2013,5,1,15,1,40,35,25,-5,13,1012,25,SE,3.13,0,0,28,12701
2013,12,16,19,4,194,213,213,-13,42,1030,-2,cv,0.89,0,0,247,12702
2014,2,17,0,4,135,138,135,-7,59,1033,0,cv,0.89,0,0,142,12703
2012,10,4,18,3,,,,2,26,1013,22,SE,3.13,0,0,16,12704
2013,2,20,9,4,96,,106,-9,63,1029,-3,NW,2.68,0,0,126,12705
2012,9,8,5,3,,,,17,93,1016,18,NW,0.89,0,0,43,12706
2014,5,2,18,1,10,11,12,1,31,1017,18,NW,226.18,0.1,0.2,17,12707
2011,5,4,14,1,,,,8,58,1009,16,SE,75.1,0,0,53,12708
2011,11,21,6,3,,,,-5,92,1031,-4,NW,10.29,0,0,71,12709
2013,10,22,13,3,127,139,128,4,41,1020,17,SE,12.97,0,0,144,12710
2010,8,31,5,2,,,,18,88,1010,20,NW,0.89,0,0,72,12711
2012,3,13,16,1,,,,-14,12,1015,14,SE,25.48,0,0,68,12712
2014,5,21,15,1,131,111,,14,37,1003,30,SE,6.26,0,0,115,12713
2014,10,3,2,3,89,97,85,11,100,1017,11,NE,1.79,0,0,135,12714
2013,9,8,23,3,41,37,34,15,72,1015,20,cv,0.89,0,0,45,12715
2013,5,7,15,1,,,,11,32,1014,29,SE,16.1,0,0,143,12716
2013,4,16,23,1,56,50,51,-1,49,1013,9,SE,37.55,0,0,57,12717
2014,1,27,21,4,8,9,9,-28,7,1025,5,NW,36.21,0,0,10,12718
2013,10,5,3,3,314,281,307,11,87,1016,13,cv,0.89,0,0,319,12719
2011,12,8,14,4,,,,-18,24,1038,0,NW,39.77,0,0,10,12720
2011,12,20,4,4,,,,-15,57,1031,-8,NW,7.16,0,0,69,12721
2012,1,29,4,4,,,,-20,34,1034,-7,NE,3.13,0,0,15,12722
2014,3,15,12,1,98,110,102,-12,14,1011,15,SE,1.79,0,0,110,12723
2012,9,14,14,3,,,,4,25,1017,25,cv,0.89,0,0,7,12724
2011,12,25,10,4,,,,-15,31,1033,0,NW,4.92,0,0,48,12725
2011,7,3,18,2,,,,15,33,1001,33,SE,1.79,0,0,44,12726
2013,9,12,10,3,177,176,179,16,60,1014,24,cv,1.79,0,0,153,12727
2012,1,19,22,4,,,,-8,85,1031,-6,NW,1.79,0,0,522,12728
2013,12,20,2,4,53,37,48,-19,34,1033,-6,NE,6.26,0,0,23,12729
2013,11,16,12,3,13,8,13,-14,13,1018,13,NW,81.79,0,0,10,12730
2010,8,1,18,2,,,,14,39,1008,29,SE,23.24,0,0,28,12731
2015,6,7,15,2,10,3,10,5,24,1008,27,NW,5.81,0,0,12,12732
2011,3,1,7,1,,,,-15,42,1028,-4,NW,19.68,0,0,17,12733
2011,4,5,21,1,,,,-4,26,1019,15,SE,71.53,0,0,279,12734
2015,4,1,6,1,54,89,74,4,93,1023,5,cv,0.45,0,0,61,12735
2014,8,21,1,2,125,112,102,19,69,1007,25,SE,52.32,0,0,112,12736
2013,6,28,9,2,258,264,263,21,78,1002,25,SE,17.88,0,0,229,12737
2015,9,7,16,3,16,,13,14,39,1012,29,cv,3.13,0,0,17,12738
2013,12,1,11,4,43,39,50,-16,15,1025,9,cv,0.89,0,0,43,12739
2014,1,2,6,4,168,151,173,-7,68,1020,-2,SE,3.58,0,0,187,12740
2014,5,13,19,1,47,26,31,-2,13,998,28,NW,51.86,0,0,40,12741
2010,2,19,4,4,,,,-15,57,1018,-8,cv,4.9,0,0,191,12742
2014,12,10,21,4,4,11,9,-16,28,1031,0,NW,99.23,0,0,16,12743
2012,4,15,17,1,,,,5,32,1009,22,SE,15.65,0,0,115,12744
2015,10,20,4,3,88,,92,8,93,1017,9,NW,1.79,0,0,96,12745
2012,5,2,16,1,,,,6,20,1005,31,SE,8.04,0,0,72,12746
2011,4,10,7,1,,,,-17,12,1024,11,NW,12.96,0,0,17,12747
2011,8,20,14,2,,,,20,49,1011,32,SE,6.71,0,0,97,12748
2012,1,1,8,4,,,,-15,42,1035,-4,NE,21.9,0,0,16,12749
2010,12,5,3,4,,,,-7,73,1013,-3,NW,12.07,0,0,130,12750
2010,5,4,23,1,,,,16,88,1000,18,SE,44.7,0,0,165,12751
2010,10,27,9,3,,,,-2,69,1033,3,cv,0.89,0,0,69,12752
2010,12,17,4,4,,,,-18,35,1013,-5,NW,18.78,0,0,34,12753
2014,2,18,9,4,78,77,85,-12,49,1035,-3,SE,12.97,0,0,69,12754
2012,4,6,22,1,,,,-7,38,1022,6,SE,27.27,0,0,23,12755
2010,5,12,14,1,,,,5,32,1016,22,SE,4.92,0,0,43,12756
2011,12,28,12,4,,,,-12,27,1030,5,cv,1.79,0,0,101,12757
2010,7,23,10,2,,,,25,74,1009,30,cv,4.9,0,0,239,12758
2011,6,5,4,2,,,,12,67,1008,18,cv,3.56,0,0,109,12759
2013,2,11,3,4,12,,19,-19,44,1034,-9,NE,8.49,0,0,21,12760
2015,2,16,19,4,26,83,21,-14,19,1018,8,NW,74.65,0,0,26,12761
2012,3,1,15,1,,,,-2,64,1023,4,cv,0.89,0,0,203,12762
2012,4,13,8,1,,,,1,38,1010,15,SE,1.79,0,0,91,12763
2010,3,18,2,1,,,,-5,79,1026,-2,SE,17.88,0,0,91,12764
2010,8,10,18,2,,,,21,62,1005,29,SE,19.23,0,0,154,12765
2010,7,5,10,2,,,,11,23,1001,35,NW,22.79,0,0,15,12766
2015,9,9,16,3,14,,8,16,64,1019,23,NE,26.82,0,0,16,12767
2010,5,7,5,1,,,,6,48,1002,17,cv,0.89,0,0,73,12768
2013,3,18,11,1,12,10,6,-20,10,1010,9,NE,4.92,0,0,6,12769
2015,10,7,17,3,271,,248,17,61,1012,25,SE,12.96,0,0,226,12770
2011,6,5,0,2,,,,10,52,1007,20,SE,3.58,0,0,40,12771
2010,12,25,20,4,,,,-21,43,1023,-11,NW,1.79,0,0,117,12772
2015,7,26,3,2,150,139,135,23,83,1001,26,cv,1.78,0,0,125,12773
2011,9,21,3,3,,,,8,81,1016,11,NW,3.58,0,0,37,12774
2015,6,7,0,2,28,20,20,14,82,1005,17,NW,33.08,0,0,12,12775
2013,8,29,9,2,7,9,11,8,30,1000,27,NW,35.76,0,0,12,12776
2015,7,5,22,2,57,,51,17,61,1010,25,SE,22.8,0,0,44,12777
2013,6,3,1,2,162,197,156,17,82,1003,20,SE,0.89,0,0,168,12778
2010,3,5,17,1,,,,-25,11,1029,2,NE,3.13,0,0,22,12779
2013,5,1,3,1,23,33,24,0,53,1018,9,NW,3.58,0,0,59,12780
2014,8,8,15,2,38,44,40,13,31,1007,32,SE,20.57,0,0,39,12781
2010,3,16,12,1,,,,-13,27,1023,4,NE,1.79,0,0,56,12782
2014,9,10,0,3,48,43,39,15,72,1012,20,SE,26.38,0,0,46,12783
2012,2,29,5,4,,,,-8,79,1021,-5,NE,0.89,0,0,190,12784
2010,10,23,8,3,,,,11,93,1020,12,cv,0.89,0,0,179,12785
2014,1,27,12,4,134,117,129,-12,32,1017,3,NW,22.81,0,0,149,12786
2013,4,1,16,1,20,31,10,-6,22,1017,15,NE,5.81,0,0,38,12787
2011,4,10,9,1,,,,-18,9,1025,13,NW,25.03,0,0,8,12788
2010,11,21,7,3,,,,-2,49,1011,8,NW,21.91,0,0,139,12789
2014,10,29,11,3,89,,111,4,50,1025,14,cv,0.89,0,0,105,12790
2011,12,6,10,4,,,,0,93,1032,1,cv,0.89,0,0,211,12791
2014,4,10,5,1,89,109,87,2,47,1021,13,SE,2.68,0,0,106,12792
2010,5,21,10,1,,,,12,44,1008,25,SE,4.47,0,0,134,12793
2013,5,4,9,1,147,137,142,9,55,1018,18,SE,5.37,0,0,139,12794
2010,7,16,12,2,,,,23,70,1004,29,SE,1.79,0,0,212,12795
2010,2,10,4,4,,,,-22,19,1029,-2,NE,34.87,0,0,8,12796
2012,10,28,0,3,,,,-5,36,1024,9,NW,80.01,0,0,7,12797
2010,9,3,13,3,,,,18,65,1013,25,NW,26.82,0,0,46,12798
2013,11,26,16,3,8,11,9,-26,7,1017,6,NW,38.43,0,0,10,12799
2014,1,25,10,4,10,10,14,-20,13,1028,6,NE,4.02,0,0,14,12800
2014,3,2,17,1,113,123,137,-12,19,1020,10,SE,14.3,0,0,144,12801
2011,7,6,3,2,,,,21,88,998,23,SE,0.89,0,0,193,12802
2015,5,10,10,1,34,45,36,6,81,1017,9,SE,9.83,0.8,0.9,43,12803
2013,12,29,7,4,71,58,53,-23,21,1021,-4,cv,0.89,0,0,60,12804
2012,6,9,14,2,,,,18,41,994,33,SE,10.73,0,0,116,12805
2013,1,18,7,4,110,,126,-14,85,1029,-12,NW,2.68,0,0,86,12806
2013,12,26,18,4,10,13,12,-25,13,1034,0,NW,306.66,0,0,17,12807
2014,12,17,12,4,62,166,145,-17,26,1029,0,cv,0.89,,,172,12808
2010,3,24,19,1,,,,-3,52,1024,6,SE,27.71,0,0,52,12809
2013,9,30,22,3,206,203,175,14,82,1017,17,cv,0.89,0,0,188,12810
2012,4,18,21,1,,,,13,72,1010,18,SE,4.92,1.3,1.9,73,12811
2015,1,2,23,4,159,150,132,-15,42,1025,-4,cv,0.89,0,0,157,12812
2012,11,25,4,3,,,,-5,86,1018,-3,NW,6.26,0,0,329,12813
2012,9,6,15,3,,,,15,60,1015,23,SE,8.05,0,0,86,12814
2013,4,13,10,1,148,128,136,2,32,1002,19,NE,1.79,0,0,132,12815
2013,1,13,5,4,,,,-6,92,1025,-5,cv,0.89,0,0,584,12816
2013,2,22,11,4,7,,6,-23,11,1033,5,NW,45.6,0,0,14,12817
2013,7,29,11,2,43,,,23,70,1001,29,SE,4.91,0.1,0.1,78,12818
2013,8,15,8,2,104,162,98,24,78,1004,28,cv,1.78,0,0,76,12819
2011,10,19,2,3,,,,8,93,1023,9,cv,1.34,0,0,150,12820
2013,10,7,15,3,60,19,3,-1,17,1022,25,NE,21,0,0,15,12821
2013,12,8,10,4,307,305,337,-2,60,1021,5,NE,1.79,0,0,343,12822
2010,10,8,0,3,,,,14,100,1017,14,NE,0.89,0,0,439,12823
2010,7,18,4,2,,,,19,78,1006,23,SE,41.59,0,0,164,12824
2015,7,9,12,2,75,,64,17,40,1013,32,cv,3.13,0,0,56,12825
2012,3,28,6,1,,,,-7,41,1026,5,cv,1.34,0,0,78,12826
