year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan
2013,8,24,23,2,18.0,73.0,1008.0,23.0,4,0.003329280837931357,0.0,0.0,70,7956,63.0,58.0,53.0
2012,2,7,6,4,-27.0,25.0,1034.0,-11.0,1,0.5626671654353316,0.0,0.0,7,7957,7.0,7.0,7.0
2012,12,31,8,4,-18.0,71.0,1020.0,-14.0,1,0.02510053305901057,0.0,0.0,52,7958,37.0,57.0,46.0
2015,3,24,22,1,-4.0,39.0,1030.0,9.0,2,0.04264472084541289,0.0,0.0,146,7959,202.0,166.0,147.0
2015,10,8,10,3,-6.0,20.0,1022.0,17.0,1,0.18726269522117275,0.0,0.0,6,7960,5.0,6.0,10.0
2012,5,17,16,1,8.0,26.0,1004.0,29.0,2,0.045132329561395304,0.0,0.0,54,7961,52.0,53.0,50.0
2012,7,15,18,2,14.0,33.0,1004.0,32.0,2,0.010043953988590667,0.0,0.0,32,7962,32.0,30.0,27.0
2012,1,14,6,4,-15.0,61.0,1026.0,-9.0,1,0.0033479846628635557,0.0,0.0,42,7963,31.0,48.0,43.0
2014,7,6,18,2,23.0,66.0,1003.0,30.0,2,0.12961750678013653,0.0,0.0,167,7964,189.0,188.0,165.0
2014,4,28,22,1,7.0,55.0,1016.0,16.0,4,0.003329280837931357,0.0,0.0,86,7965,57.0,90.0,67.0
2015,6,19,14,2,16.0,68.0,1011.0,22.0,2,0.01672121948938558,0.0,0.0,41,7966,49.0,42.0,44.0
2010,8,6,0,2,9.0,38.0,1014.0,24.0,1,0.24748901150285232,0.0,0.0,12,7967,12.0,9.0,9.0
2011,5,23,15,1,10.0,32.0,1011.0,28.0,2,0.035948751519685775,0.0,0.0,120,7968,119.0,117.0,117.0
2010,1,29,5,4,-20.0,37.0,1024.0,-8.0,1,0.0033479846628635557,0.0,0.0,10,7969,12.0,9.0,9.0
2015,9,3,19,3,19.0,65.0,1012.0,26.0,2,0.02510053305901057,0.0,0.0,17,7970,18.0,46.0,19.0
2010,12,10,21,4,-18.0,28.0,1021.0,-2.0,1,0.3160572337042925,0.0,0.0,16,7971,10.0,12.0,11.0
2010,8,18,9,2,23.0,78.0,1011.0,27.0,2,0.17478724399139625,0.0,0.0,291,7972,275.0,257.0,270.0
2014,1,7,3,4,-7.0,79.0,1025.0,-4.0,1,0.0016646404189656786,0.0,0.0,256,7973,190.0,214.0,217.0
2014,3,15,8,1,-10.0,30.0,1011.0,6.0,4,0.0008416721219489386,0.0,0.0,99,7974,88.0,94.0,101.0
2014,10,8,13,3,12.0,63.0,1019.0,19.0,4,0.0016646404189656786,0.0,0.0,280,7975,243.0,282.0,270.0
2015,7,18,16,2,21.0,65.0,1005.0,28.0,2,0.022575516693163752,0.6,0.6,28,7976,44.0,39.0,33.0
2011,3,2,10,1,-16.0,24.0,1028.0,2.0,4,0.0016646404189656786,0.0,0.0,26,7977,16.0,23.0,19.0
2011,8,20,0,2,20.0,88.0,1012.0,22.0,2,0.07775180024314973,0.0,0.0,68,7978,71.0,63.0,59.0
2014,6,28,17,2,11.0,23.0,1003.0,35.0,2,0.005854297203778173,0.0,0.0,15,7979,16.0,26.0,15.0
2010,7,30,13,2,26.0,88.0,999.0,28.0,4,0.0016646404189656786,0.0,0.0,192,7980,208.0,258.0,216.0
2013,6,8,1,2,19.0,93.0,1009.0,20.0,1,0.005012625081829235,0.2,0.2,138,7981,114.0,129.0,125.0
2013,12,28,13,4,-27.0,10.0,1026.0,1.0,1,0.1755541008136164,0.0,0.0,15,7982,14.0,6.0,5.0
2010,2,23,17,4,-6.0,39.0,1003.0,7.0,2,0.0066959693257271115,0.0,0.0,196,7983,193.0,188.0,172.0
2011,9,11,1,3,14.0,100.0,1021.0,14.0,1,0.018404563733283457,0.0,0.0,28,7984,28.0,39.0,24.0
2013,1,2,5,4,-28.0,27.0,1036.0,-13.0,1,0.31607593752922475,0.0,0.0,17,7985,9.0,12.0,10.0
2015,8,29,20,2,17.0,57.0,1009.0,26.0,2,0.04934069017114,0.0,0.0,29,7986,29.0,14.0,25.0
2015,9,23,17,3,16.0,57.0,1008.0,25.0,2,0.009202281866641729,0.0,0.0,31,7987,34.0,16.0,39.0
2011,4,10,22,1,-19.0,10.0,1022.0,11.0,1,0.09194800336668849,0.0,0.0,16,7988,14.0,14.0,14.0
2013,5,21,6,1,8.0,62.0,997.0,15.0,3,0.0016646404189656786,0.0,0.0,92,7989,94.0,95.0,78.0
2011,2,27,1,4,-3.0,92.0,1027.0,-2.0,4,0.0016646404189656786,0.0,0.0,127,7990,101.0,113.0,106.0
2015,10,13,0,3,6.0,81.0,1020.0,9.0,4,0.005012625081829235,0.0,0.0,34,7991,30.0,8.0,38.0
2013,5,26,8,1,18.0,73.0,1008.0,23.0,2,0.0033479846628635557,0.0,0.0,101,7992,99.0,107.0,106.0
2015,4,11,19,1,6.0,58.0,1020.0,14.0,2,0.11620686430375013,0.0,0.0,149,7993,151.0,143.0,145.0
2011,5,16,10,1,4.0,32.0,1015.0,21.0,2,0.0033479846628635557,0.0,0.0,69,7994,71.0,75.0,59.0
2011,12,26,4,4,-13.0,85.0,1037.0,-11.0,1,0.0033479846628635557,0.0,0.0,124,7995,96.0,154.0,132.0
2010,7,9,4,2,16.0,64.0,1007.0,23.0,1,0.0033479846628635557,0.0,0.0,69,7996,73.0,82.0,70.0
2013,4,27,21,1,4.0,41.0,1012.0,17.0,2,0.09613766015150098,0.0,0.0,81,7997,82.0,86.0,62.0
2011,2,10,17,4,-4.0,92.0,1027.0,-3.0,2,0.16307864958383989,0.0,0.0,83,7998,75.0,75.0,73.0
2015,1,16,23,4,-16.0,35.0,1036.0,-3.0,1,0.27090620031796503,0.0,0.0,10,7999,12.0,3.0,11.0
2014,10,5,11,3,5.0,37.0,1025.0,20.0,1,0.045151033386327505,0.0,0.0,8,8000,3.0,4.0,3.0
2013,8,11,9,2,24.0,83.0,1007.0,27.0,1,0.00751893762274385,0.0,0.0,180,8001,105.0,138.0,215.0
2015,8,30,8,2,19.0,88.0,1012.0,21.0,2,0.00751893762274385,0.0,0.0,40,8002,40.0,14.0,38.0
2011,10,10,11,3,2.0,32.0,1026.0,19.0,1,0.0033479846628635557,0.0,0.0,49,8003,50.0,61.0,52.0
2013,3,1,19,1,-21.0,16.0,1034.0,2.0,3,0.0033479846628635557,0.0,0.0,13,8004,3.0,3.0,10.0
2013,11,28,13,3,-31.0,5.0,1025.0,4.0,1,0.7892453006639859,0.0,0.0,23,8005,10.0,9.0,8.0
2015,9,24,20,3,16.0,93.0,1009.0,17.0,3,0.005854297203778173,0.0,0.0,23,8006,33.0,160.0,26.0
2010,12,26,21,4,-17.0,41.0,1013.0,-6.0,4,0.0016646404189656786,0.0,0.0,58,8007,57.0,63.0,53.0
2013,7,17,9,2,20.0,61.0,1006.0,28.0,4,0.003329280837931357,0.0,0.0,55,8008,49.0,52.0,61.0
2014,12,2,20,4,-18.0,32.0,1025.0,-4.0,4,0.003329280837931357,0.0,0.0,111,8009,92.0,104.0,102.0
2013,1,7,12,4,-15.0,39.0,1025.0,-3.0,1,0.005854297203778173,0.0,0.0,102,8010,84.0,88.0,90.0
2014,7,19,4,2,23.0,78.0,1008.0,27.0,2,0.01838585990835126,0.0,0.0,77,8011,78.0,71.0,68.0
2012,1,20,19,4,-23.0,22.0,1036.0,-5.0,3,0.1864584307490882,0.0,0.0,22,8012,18.0,17.0,15.0
2015,3,10,2,1,-26.0,13.0,1037.0,-2.0,1,0.06939119049845693,0.0,0.0,4,8013,7.0,8.0,8.0
2011,6,6,15,2,16.0,42.0,998.0,30.0,1,0.005854297203778173,0.0,0.0,86,8014,99.0,102.0,95.0
2013,3,17,9,1,1.0,70.0,1011.0,6.0,2,0.0033479846628635557,0.0,0.0,287,8015,200.0,276.0,218.0
2014,6,27,10,2,13.0,33.0,1008.0,31.0,1,0.028448517721874126,0.0,0.0,7,8016,9.0,13.0,6.0
2012,8,30,11,2,23.0,66.0,1010.0,30.0,4,0.006658561675862714,0.0,0.0,232,8017,219.0,246.0,230.0
2014,12,15,21,4,-21.0,25.0,1034.0,-4.0,1,0.30017768633685593,0.0,0.0,11,8018,3.0,11.0,9.0
2012,12,5,0,4,-13.0,53.0,1022.0,-5.0,4,0.003329280837931357,0.0,0.0,35,8019,29.0,50.0,41.0
2013,10,29,12,3,-7.0,19.0,1028.0,16.0,1,0.02425886093706163,0.0,0.0,10,8020,3.0,12.0,20.0
2014,6,12,15,2,12.0,23.0,1003.0,36.0,4,0.005854297203778173,0.0,0.0,14,8021,9.0,16.0,23.0
2010,5,2,8,1,10.0,55.0,1003.0,19.0,3,0.0033479846628635557,0.0,0.0,151,8022,146.0,160.0,135.0
2011,6,2,0,2,9.0,43.0,1008.0,22.0,2,0.04849901804919106,0.0,0.0,33,8023,35.0,35.0,31.0
2013,11,11,13,3,-16.0,11.0,1027.0,13.0,2,0.00751893762274385,0.0,0.0,38,8024,39.0,28.0,37.0
2014,9,4,6,3,14.0,93.0,1006.0,15.0,1,0.005012625081829235,0.0,0.0,56,8025,68.0,67.0,48.0
2014,1,22,4,4,-18.0,48.0,1025.0,-9.0,1,0.00836060974469279,0.0,0.0,142,8026,112.0,147.0,137.0
2010,6,17,23,2,17.0,88.0,1003.0,19.0,1,0.005854297203778173,0.0,0.0,41,8027,36.0,39.0,36.0
2010,12,4,1,4,-10.0,62.0,1015.0,-4.0,1,0.015056579070419903,0.0,0.0,145,8028,142.0,167.0,163.0
2010,12,23,16,4,-28.0,15.0,1036.0,-6.0,3,0.005854297203778173,0.0,0.0,21,8029,16.0,22.0,21.0
2014,6,5,3,2,16.0,68.0,1005.0,22.0,2,0.012550266529505284,0.0,0.0,84,8030,80.0,89.0,79.0
2013,4,10,6,1,-9.0,38.0,1021.0,4.0,1,0.16805386701580474,0.0,0.0,11,8031,9.0,12.0,12.0
2013,1,31,10,4,-2.0,92.0,1026.0,-1.0,1,0.005854297203778173,0.0,0.0,169,8032,140.0,140.0,157.0
2014,9,8,11,3,6.0,24.0,1011.0,28.0,1,0.00751893762274385,0.0,0.0,3,8033,3.0,3.0,3.0
2010,6,12,14,2,16.0,42.0,1006.0,30.0,4,0.0033479846628635557,0.0,0.0,84,8034,92.0,92.0,95.0
2015,6,12,9,2,9.0,32.0,998.0,27.0,1,0.05016365846815674,0.0,0.0,2,8035,5.0,3.0,5.0
2012,6,8,13,2,15.0,35.0,999.0,32.0,2,0.012550266529505284,0.0,0.0,63,8036,64.0,70.0,61.0
2011,1,29,9,4,-24.0,28.0,1038.0,-9.0,3,0.005854297203778173,0.0,0.0,16,8037,17.0,16.0,13.0
2014,5,2,13,1,-6.0,13.0,1015.0,23.0,1,0.3511456092770972,0.0,0.0,59,8038,13.0,11.0,28.0
2012,10,29,2,3,4.0,70.0,1024.0,9.0,2,0.0066959693257271115,0.0,0.0,42,8039,40.0,48.0,38.0
2012,6,2,19,2,11.0,36.0,1007.0,27.0,2,0.09366875526045076,0.0,0.0,95,8040,104.0,99.0,80.0
2013,11,5,8,3,1.0,61.0,1021.0,8.0,2,0.0016646404189656786,0.0,0.0,162,8041,152.0,165.0,164.0
2013,3,21,16,1,-2.0,49.0,1006.0,8.0,4,0.0016646404189656786,0.0,0.0,198,8042,193.0,186.0,183.0
2011,12,9,9,4,-16.0,41.0,1040.0,-5.0,1,0.009202281866641729,0.0,0.0,26,8043,17.0,30.0,21.0
2015,5,4,20,1,2.0,28.0,1009.0,21.0,2,0.11117553539698868,0.0,0.0,60,8044,71.0,72.0,66.0
2014,11,4,16,3,0.0,35.0,1013.0,15.0,2,0.00751893762274385,0.0,0.0,152,8045,133.0,176.0,153.0
2014,12,5,12,4,-23.0,13.0,1027.0,2.0,1,0.054334611428037034,0.0,0.0,9,8046,7.0,6.0,10.0
2010,5,31,4,1,14.0,77.0,1014.0,18.0,2,0.030113158140839806,0.0,0.0,91,8047,84.0,89.0,81.0
2012,12,15,5,4,0.0,93.0,1022.0,1.0,2,0.0033479846628635557,0.0,0.0,222,8048,194.0,229.0,215.0
2013,7,9,9,2,23.0,88.0,1002.0,25.0,3,0.011708594407556346,0.0,0.0,57,8049,85.0,66.0,77.0
2012,8,27,19,2,21.0,78.0,1008.0,25.0,2,0.041821752548396145,0.0,0.0,43,8050,47.0,56.0,44.0
2010,8,11,7,2,22.0,83.0,1006.0,25.0,2,0.02343589264004489,0.0,0.0,94,8051,100.0,109.0,99.0
2010,12,2,15,4,-18.0,19.0,1022.0,3.0,1,0.2834377630225381,0.0,0.0,12,8052,13.0,8.0,7.0
2014,12,11,13,4,-18.0,18.0,1030.0,4.0,1,0.02425886093706163,0.0,0.0,14,8053,5.0,10.0,13.0
2015,1,8,0,4,-10.0,67.0,1032.0,-5.0,4,0.0016646404189656786,0.0,0.0,78,8054,60.0,74.0,70.0
2015,3,4,22,1,-18.0,26.0,1028.0,-1.0,2,0.05182829888712242,0.0,0.0,60,8055,88.0,63.0,55.0
2015,5,26,18,1,12.0,29.0,1003.0,32.0,2,0.10283362947722809,0.0,0.0,55,8056,65.0,53.0,57.0
2015,5,19,9,1,-10.0,9.0,1006.0,24.0,1,0.031777798559805476,0.0,0.0,9,8057,3.0,28.0,14.0
2012,7,21,22,2,23.0,100.0,999.0,23.0,4,0.0016646404189656786,7.6,200.1,23,8058,37.0,25.0,29.0
2011,11,30,0,3,-6.0,74.0,1036.0,-2.0,4,0.0025063125409146175,0.0,0.0,112,8059,96.0,118.0,83.0
2015,9,7,1,3,17.0,93.0,1013.0,18.0,3,0.0016646404189656786,0.0,0.0,43,8060,36.0,36.0,28.0
2010,10,22,10,3,9.0,81.0,1022.0,12.0,4,0.003329280837931357,0.0,0.0,161,8061,141.0,152.0,147.0
2010,7,30,7,2,24.0,88.0,1000.0,26.0,2,0.00751893762274385,0.0,0.0,206,8062,205.0,222.0,199.0
2012,7,7,8,2,24.0,94.0,1003.0,25.0,4,0.003329280837931357,0.0,0.0,173,8063,165.0,202.0,172.0
2014,2,2,11,4,-19.0,11.0,1015.0,10.0,1,0.06939119049845693,0.0,0.0,15,8064,14.0,12.0,20.0
2014,5,1,15,1,13.0,41.0,1005.0,27.0,2,0.04432806508931077,0.0,0.0,147,8065,148.0,114.0,139.0
2010,11,8,4,3,-7.0,38.0,1022.0,6.0,1,0.29849434209295805,0.0,0.0,7,8066,5.0,8.0,7.0
2015,11,6,16,3,1.0,93.0,1029.0,2.0,3,0.01838585990835126,0.0,0.0,12,8067,15.0,16.0,16.0
2010,8,10,6,2,15.0,60.0,1007.0,23.0,1,0.015056579070419903,0.0,0.0,65,8068,69.0,74.0,61.0
2012,4,1,22,1,-10.0,28.0,1016.0,7.0,2,0.1329280837931357,0.0,0.0,44,8069,45.0,39.0,34.0
2014,8,17,2,2,21.0,78.0,1008.0,25.0,2,0.015056579070419903,0.0,0.0,19,8070,22.0,26.0,23.0
2012,5,28,3,1,12.0,63.0,1012.0,19.0,2,0.0033479846628635557,0.0,0.0,125,8071,112.0,129.0,113.0
2015,5,16,20,1,9.0,36.0,1005.0,25.0,2,0.0835873936219957,0.0,0.0,75,8072,123.0,85.0,76.0
2013,4,11,15,1,-17.0,7.0,1016.0,18.0,1,0.5718881511269055,0.0,0.0,8,8073,8.0,8.0,8.0
2013,2,22,9,4,-17.0,21.0,1032.0,3.0,1,0.06271392499766203,0.0,0.0,9,8074,8.0,8.0,3.0
2015,12,15,23,4,-15.0,36.0,1029.0,-2.0,1,0.45983353595810345,0.0,0.0,4,8075,6.0,6.0,4.0
2012,10,20,18,3,8.0,67.0,1018.0,14.0,4,0.0008416721219489386,0.0,0.0,341,8076,289.0,307.0,274.0
2015,7,18,3,2,21.0,94.0,1006.0,22.0,1,0.01756289161133452,5.4,5.4,69,8077,63.0,45.0,32.0
2011,12,26,3,4,-12.0,67.0,1037.0,-7.0,4,0.0008416721219489386,0.0,0.0,139,8078,132.0,151.0,122.0
2010,4,23,3,1,2.0,93.0,1021.0,3.0,1,0.005854297203778173,0.0,0.0,36,8079,31.0,38.0,31.0
2013,10,10,4,3,11.0,82.0,1006.0,14.0,4,0.0016646404189656786,0.0,0.0,200,8080,176.0,168.0,193.0
2010,3,13,2,1,-7.0,63.0,1026.0,-1.0,2,0.03593004769475358,0.0,0.0,40,8081,39.0,37.0,36.0
2013,6,2,17,2,18.0,61.0,1002.0,26.0,2,0.0685682222014402,0.0,0.0,138,8082,155.0,172.0,149.0
2012,6,16,6,2,15.0,72.0,1006.0,20.0,1,0.0794538483119798,0.0,0.0,25,8083,27.0,32.0,19.0
2015,11,22,0,3,-2.0,86.0,1035.0,0.0,2,0.02425886093706163,0.0,0.0,78,8084,74.0,36.0,79.0
2010,5,15,14,1,11.0,34.0,1011.0,28.0,2,0.0033479846628635557,0.0,0.0,188,8085,203.0,190.0,157.0
2011,6,6,10,2,15.0,45.0,1001.0,28.0,2,0.0033479846628635557,0.0,0.0,87,8086,104.0,100.0,100.0
2011,5,10,3,1,9.0,67.0,1008.0,15.0,4,0.0016646404189656786,0.0,0.0,20,8087,18.0,34.0,19.0
2014,6,12,4,2,15.0,77.0,1008.0,19.0,1,0.0066959693257271115,0.0,0.0,39,8088,33.0,45.0,45.0
2014,12,26,17,4,-9.0,54.0,1030.0,-1.0,4,0.009164874216777332,0.0,0.0,260,8089,235.0,262.0,238.0
2013,9,24,21,3,6.0,71.0,1021.0,11.0,3,0.005854297203778173,0.0,0.0,29,8090,41.0,27.0,31.0
2015,11,5,6,3,8.0,87.0,1026.0,10.0,4,0.004993921256897036,0.0,0.0,212,8091,231.0,216.0,237.0
2010,11,29,0,3,-9.0,73.0,1021.0,-5.0,4,0.004993921256897036,0.0,0.0,418,8092,308.0,442.0,419.0
2014,3,6,8,1,-24.0,13.0,1033.0,1.0,1,0.010043953988590667,0.0,0.0,23,8093,13.0,18.0,19.0
2011,10,2,16,3,-3.0,22.0,1028.0,19.0,3,0.0033479846628635557,0.0,0.0,9,8094,7.0,8.0,10.0
2015,1,23,5,4,-12.0,67.0,1019.0,-7.0,1,0.009202281866641729,0.0,0.0,188,8095,207.0,266.0,211.0
2010,6,13,18,2,19.0,61.0,1002.0,27.0,2,0.10034602076124567,0.0,0.0,198,8096,227.0,209.0,187.0
2015,6,9,8,2,12.0,46.0,1002.0,24.0,3,0.005854297203778173,0.0,0.0,29,8097,34.0,26.0,30.0
2015,5,22,15,1,9.0,27.0,1007.0,30.0,2,0.005854297203778173,0.0,0.0,65,8098,56.0,59.0,53.0
2015,11,15,15,3,6.0,86.0,1029.0,12.0,2,0.01756289161133452,0.0,0.0,214,8099,205.0,294.0,216.0
2013,10,25,11,3,-5.0,23.0,1028.0,16.0,1,0.2274385111755354,0.0,0.0,26,8100,31.0,24.0,32.0
2015,8,2,0,2,23.0,94.0,1004.0,24.0,3,0.0033479846628635557,0.3,31.8,45,8101,53.0,48.0,41.0
2015,9,4,8,3,19.0,78.0,1014.0,23.0,2,0.0033479846628635557,0.0,0.0,56,8102,59.0,46.0,52.0
2014,1,11,10,4,-20.0,25.0,1032.0,-3.0,1,0.0033479846628635557,0.0,0.0,85,8103,62.0,72.0,73.0
2011,6,27,11,2,12.0,33.0,999.0,30.0,1,0.00751893762274385,0.0,0.0,26,8104,29.0,28.0,33.0
2014,9,28,6,3,12.0,87.0,1017.0,14.0,4,0.0016646404189656786,0.0,0.0,61,8105,52.0,66.0,55.0
2010,1,15,22,4,-14.0,72.0,1037.0,-10.0,4,0.0016646404189656786,0.0,0.0,87,8106,69.0,75.0,78.0
2015,12,25,0,4,-5.0,100.0,1025.0,-5.0,4,0.0016646404189656786,0.0,0.0,512,8107,569.0,529.0,543.0
2015,4,11,18,1,7.0,55.0,1019.0,16.0,2,0.10700458243710839,0.0,0.0,145,8108,132.0,143.0,138.0
2011,4,24,20,1,-2.0,29.0,1006.0,16.0,2,0.009202281866641729,0.0,0.0,32,8109,34.0,37.0,30.0
2010,6,25,10,2,16.0,54.0,1009.0,26.0,2,0.0066959693257271115,0.0,0.0,159,8110,161.0,158.0,142.0
2013,7,29,22,2,21.0,65.0,999.0,28.0,2,0.022575516693163752,0.0,0.0,98,8111,93.0,27.0,77.0
2012,3,9,16,1,-12.0,26.0,1023.0,6.0,2,0.039296736182549336,0.0,0.0,73,8112,75.0,72.0,71.0
2014,2,26,12,4,0.0,60.0,1021.0,7.0,4,0.003329280837931357,0.0,0.0,562,8113,516.0,478.0,539.0
2014,2,4,3,4,-32.0,9.0,1030.0,-5.0,1,0.04765734592724213,0.0,0.0,6,8114,3.0,3.0,4.0
2013,7,11,13,2,20.0,61.0,1006.0,28.0,1,0.0033479846628635557,0.0,0.0,44,8115,50.0,48.0,33.0
2012,7,3,17,2,15.0,32.0,995.0,34.0,2,0.009202281866641729,0.0,0.0,24,8116,22.0,28.0,22.0
2014,12,12,6,4,-19.0,27.0,1029.0,-3.0,1,0.11871317684466473,0.0,0.0,7,8117,3.0,7.0,8.0
2014,3,24,19,1,0.0,27.0,1010.0,19.0,2,0.024240157112129432,0.0,0.0,199,8118,195.0,169.0,189.0
2013,3,31,17,1,3.0,75.0,1015.0,7.0,3,0.0033479846628635557,0.0,0.0,258,8119,241.0,239.0,234.0
2013,1,11,4,4,-7.0,85.0,1024.0,-5.0,1,0.005012625081829235,0.0,0.0,429,8120,358.0,358.0,370.0
2011,9,20,18,3,3.0,30.0,1016.0,21.0,2,0.009202281866641729,0.0,0.0,26,8121,24.0,27.0,23.0
2014,7,30,11,2,21.0,73.0,1006.0,26.0,2,0.009202281866641729,0.0,0.0,148,8122,160.0,153.0,137.0
2013,1,6,10,4,-18.0,35.0,1030.0,-5.0,1,0.05934723650986627,0.0,0.0,50,8123,32.0,44.0,43.0
2014,1,26,4,4,-9.0,58.0,1033.0,-2.0,2,0.0066959693257271115,0.0,0.0,26,8124,17.0,17.0,23.0
2015,8,26,22,2,18.0,78.0,1009.0,22.0,3,0.0033479846628635557,0.0,0.0,16,8125,12.0,12.0,14.0
2014,3,6,6,1,-24.0,19.0,1031.0,-4.0,1,0.0033479846628635557,0.0,0.0,16,8126,17.0,12.0,14.0
2013,5,26,0,1,18.0,82.0,1009.0,21.0,2,0.0752454877022351,0.0,0.0,103,8127,93.0,110.0,80.0
2010,5,3,12,1,6.0,33.0,1009.0,23.0,2,0.01672121948938558,0.0,0.0,141,8128,143.0,162.0,137.0
2013,5,9,18,1,12.0,63.0,1007.0,19.0,2,0.09032077059758721,0.0,0.0,66,8129,63.0,64.0,57.0
2014,12,15,1,4,-9.0,50.0,1025.0,0.0,4,0.003329280837931357,0.0,0.0,291,8130,185.0,296.0,291.0
2010,8,26,7,2,17.0,77.0,1015.0,21.0,1,0.029271486018890864,0.0,0.0,71,8131,66.0,68.0,66.0
2011,2,17,4,4,-8.0,92.0,1022.0,-7.0,1,0.014214906948470963,0.0,0.0,273,8132,262.0,254.0,233.0
2011,12,12,19,4,-4.0,69.0,1030.0,1.0,2,0.02425886093706163,0.0,0.0,79,8133,72.0,86.0,71.0
2012,1,10,2,4,-8.0,85.0,1032.0,-6.0,2,0.0066959693257271115,0.0,0.0,433,8134,290.0,356.0,400.0
2014,1,3,3,4,-9.0,47.0,1019.0,1.0,4,0.0016646404189656786,0.0,0.0,34,8135,28.0,23.0,27.0
2011,6,9,11,2,18.0,48.0,1004.0,30.0,2,0.0033479846628635557,0.0,0.0,126,8136,137.0,144.0,115.0
2015,4,7,21,1,-9.0,25.0,1028.0,10.0,2,0.06940989432338913,0.0,0.0,61,8137,64.0,66.0,63.0
2014,4,16,21,1,-4.0,25.0,1011.0,16.0,2,0.01672121948938558,0.0,0.0,101,8138,101.0,94.0,75.0
2011,5,14,22,1,2.0,25.0,1004.0,23.0,2,0.11121294304685309,0.0,0.0,46,8139,47.0,45.0,46.0
2014,5,22,0,1,16.0,64.0,1005.0,23.0,2,0.05854297203778173,0.0,0.0,152,8140,145.0,134.0,141.0
2013,5,22,10,1,7.0,29.0,1011.0,26.0,2,0.0066959693257271115,0.0,0.0,79,8141,124.0,119.0,115.0
2012,9,10,14,3,18.0,54.0,1013.0,28.0,4,0.005854297203778173,0.0,0.0,116,8142,130.0,127.0,128.0
2010,11,10,19,3,0.0,75.0,1015.0,4.0,4,0.0016646404189656786,0.0,0.0,230,8143,208.0,205.0,201.0
2013,7,18,1,2,21.0,78.0,1005.0,25.0,2,0.08693537828485925,0.0,0.0,128,8144,114.0,166.0,126.0
2010,5,29,2,1,16.0,93.0,1008.0,17.0,4,0.003329280837931357,0.0,0.0,205,8145,216.0,215.0,185.0
2012,3,18,3,1,-2.0,92.0,1023.0,-1.0,3,0.03093612643785654,0.0,0.0,18,8146,14.0,26.0,18.0
2010,8,27,10,2,18.0,65.0,1014.0,25.0,1,0.0861311138127747,0.0,0.0,46,8147,37.0,43.0,39.0
2011,4,11,22,1,-11.0,13.0,1017.0,17.0,2,0.07358084728326944,0.0,0.0,50,8148,51.0,47.0,47.0
2015,8,18,10,2,19.0,65.0,1011.0,26.0,3,0.015056579070419903,0.0,0.0,43,8149,53.0,44.0,29.0
2015,7,8,22,2,17.0,51.0,1011.0,28.0,2,0.06600579818572898,0.0,0.0,52,8150,63.0,128.0,47.0
2012,5,22,1,1,17.0,73.0,1012.0,22.0,2,0.0033479846628635557,0.0,0.0,93,8151,84.0,98.0,84.0
2010,11,27,22,3,-15.0,39.0,1026.0,-3.0,2,0.021752548396147015,0.0,0.0,46,8152,45.0,51.0,45.0
2010,5,20,1,1,7.0,45.0,1002.0,19.0,2,0.009202281866641729,0.0,0.0,66,8153,73.0,73.0,58.0
2015,4,11,23,1,7.0,87.0,1025.0,9.0,1,0.018404563733283457,3.1,14.3,16,8154,15.0,17.0,15.0
2012,6,19,17,2,20.0,61.0,998.0,28.0,2,0.03763209576358366,0.0,0.0,225,8155,251.0,246.0,242.0
2013,6,27,12,2,13.0,31.0,998.0,32.0,3,0.005854297203778173,0.0,0.0,29,8156,29.0,79.0,35.0
2012,12,7,3,4,-15.0,61.0,1024.0,-9.0,1,0.03679042364163472,0.0,0.0,61,8157,47.0,80.0,64.0
2011,3,22,8,1,-22.0,13.0,1031.0,3.0,1,0.013373234826522026,0.0,0.0,12,8158,11.0,10.0,11.0
2011,11,11,23,3,4.0,86.0,1014.0,6.0,4,0.009987842513794072,0.0,0.0,277,8159,256.0,229.0,239.0
2014,10,21,9,3,-3.0,32.0,1026.0,13.0,2,0.05852426821284953,0.0,0.0,38,8160,15.0,44.0,35.0
2013,5,18,23,1,13.0,72.0,1005.0,18.0,4,0.00751893762274385,0.0,0.0,37,8161,44.0,33.0,31.0
2014,7,9,19,2,13.0,35.0,1002.0,30.0,2,0.013373234826522026,0.0,0.0,36,8162,43.0,41.0,37.0
2012,10,2,18,3,14.0,72.0,1011.0,19.0,2,0.02341718881511269,0.0,0.0,202,8163,182.0,190.0,175.0
2010,10,5,2,3,8.0,93.0,1016.0,9.0,1,0.0033479846628635557,0.0,0.0,73,8164,70.0,68.0,63.0
2015,7,20,10,2,22.0,83.0,1009.0,25.0,3,0.021752548396147015,0.0,0.0,80,8165,84.0,91.0,79.0
2014,11,12,22,3,-16.0,23.0,1028.0,3.0,3,0.0033479846628635557,0.0,0.0,17,8166,5.0,14.0,11.0
2013,4,22,0,1,3.0,54.0,1016.0,12.0,2,0.12540914617039184,0.0,0.0,114,8167,114.0,102.0,82.0
2012,5,7,5,1,8.0,67.0,1005.0,14.0,1,0.0033479846628635557,0.0,0.0,76,8168,81.0,79.0,72.0
2014,4,18,5,1,11.0,87.0,1018.0,13.0,3,0.0016646404189656786,0.0,0.0,140,8169,120.0,101.0,124.0
